id | collection_id | x | y | z
92|3364|-0.12993997991|-0.0853344591497|-4.17277481802
93|3365|-0.12993997991|-0.0853344591497|-4.17277481802
94|3366|-0.131667930281|-0.0818403429116|-4.14431582882
95|3367|-0.133674849016|-0.089578068184|-4.21047915591
96|3368|-0.101418909471|-0.0910518478041|-4.24645776407
97|3369|-0.130285615341|-0.0822733438671|-4.17901911124
98|3370|-0.131034318083|-0.0791072417695|-4.17260490817
99|3371|-0.14063872959|-0.0964567926519|-4.1787064368
100|3372|-0.138420200972|-0.0946284667682|-4.1728601751
101|3373|-0.156226289295|-0.0968035162023|-4.16985657657
102|3374|-0.140219484074|-0.109736506045|-4.18257346152
103|3375|-0.140219484074|-0.109736506045|-4.18257346152
104|3376|-0.166377573933|-0.0970139372611|-4.12972261841
105|3377|-0.144244767944|-0.0853166371595|-4.21859751579
106|3378|-0.143712797497|-0.0814142818837|-4.20194805564
107|3379|-0.145096101419|-0.0763395379254|-4.23579296792
108|3380|-0.150063795069|-0.0747834605672|-4.21915161348
109|3381|-0.148070389758|-0.0759533031441|-4.21341596102
110|3382|-0.152015276101|-0.0771084658072|-4.22235421469
111|3383|-0.142164101651|-0.0737517199669|-4.34166909052
112|3384|-0.142501982627|-0.0736984742692|-4.32755215514
113|3385|-0.14128234629|-0.0719415420433|-4.34001918433
114|3386|-0.146538069491|-0.0713110421539|-4.2913881367
115|3387|-0.0910859069129|-0.115216742215|-4.11570919432
116|3388|-0.0686135478054|-0.129060986622|-4.15441978567
117|3389|-0.0732414149365|-0.133909636515|-4.15625618167
118|3390|-0.0498468870412|-0.136667869602|-4.1247535341
119|3391|-0.0888237919098|-0.133084782275|-4.18892745552
120|3392|-0.0746121484095|-0.138791648195|-4.21544617772
121|3393|-0.0767100152439|-0.138029976144|-4.22151568434
122|3394|-0.0633124399662|-0.13548854|-4.21982078088
123|3395|-0.074293601613|-0.136050581329|-4.22967441763
124|3396|-0.0898360310379|-0.1348398567|-4.24234161374
125|3397|-0.0870002501041|-0.133719459818|-4.27252423462
126|3398|-0.0857240792101|-0.116971022199|-4.26842346064
127|3399|0.0345877733342|-0.100637477098|-4.33363167982
128|3400|0.0248070264018|-0.102808747635|-4.28593685326
129|3401|0.0127599017288|-0.101991281778|-4.29646985597
130|3402|0.0189046639217|-0.107073001527|-4.26170058486
131|3403|0.0245269396206|-0.108859729825|-4.27436464212
132|3404|0.0236149343493|-0.114436070246|-4.27834263863
133|3405|0.0290293298289|-0.129868804995|-4.27263205142
134|3406|0.021546891022|-0.134582348971|-4.26816324002
135|3407|0.0288738200402|-0.134675209766|-4.25916023097
136|3408|-0.0374515885847|-0.111794925212|-4.26772080184
137|3409|-0.0130037595274|-0.108269292234|-4.26342349557
138|3410|-0.00643925463781|-0.10675932599|-4.26228873413
139|3411|-0.00747575221052|-0.102814820173|-4.24130730501
140|3412|-0.00447916152702|-0.105249943381|-4.22872103491
141|3413|-0.000357473510209|-0.106146355534|-4.23900754195
142|3414|0.000100290515539|-0.104054377677|-4.20496275068
143|3415|-0.0011390722464|-0.101544332935|-4.22124716174
144|3416|-0.00181385356273|-0.102991182594|-4.2205668431
145|3417|0.00197335438837|-0.101551648105|-4.28721393166
146|3418|-0.000848565041975|-0.0995558470643|-4.22920389672
147|3419|-0.00175258909226|-0.0988413432517|-4.22870291956
148|3420|-0.00866029673502|-0.100045336346|-4.20258011807
149|3421|-0.00729779373861|-0.100652118073|-4.22290557247
150|3422|-0.0202991409332|-0.105998899874|-4.14601676145
151|3423|-0.00924325674287|-0.106248419021|-4.20679634717
152|3424|-0.00500571957867|-0.10725973208|-4.21496917922
153|3425|-0.00153038672528|-0.111092588541|-4.2126457536
154|3426|0.0206565632476|-0.115598253441|-4.28341733723
155|3427|0.00480487421616|-0.104316741434|-4.2882639213
156|3428|0.00818999458705|-0.109941003868|-4.29698307957
157|3429|-0.00153129299044|-0.111814005204|-4.28762465865
158|3430|0.0180721454354|-0.113772583512|-4.13924541982
159|3431|-0.00108521877967|-0.112893566712|-4.15278781506
160|3432|0.00618781078807|-0.113017354596|-4.15571729252
161|3433|-0.00486744222345|-0.112424119993|-4.1733104989
162|3434|0.0110201050856|-0.109299859828|-4.20683436964
163|3435|0.0439497207201|-0.0903205833013|-4.13876392508
164|3436|0.0597982603734|-0.0910001508689|-4.16507539815
165|3437|0.0396348079161|-0.0784607661075|-4.20213132671
166|3438|0.0741295264942|-0.0838311072439|-4.23374437206
167|3439|0.0224605407948|-0.078660407208|-4.18462908099
168|3440|0.00789727246464|-0.0745098357754|-4.23292219117
169|3441|0.00356660582853|-0.072071620408|-4.21308308691
170|3442|0.00805359635246|-0.0747092315702|-4.20185037174
171|3443|0.00613811160073|-0.0741564828197|-4.23251278514
172|3444|0.00740408472403|-0.0735952313026|-4.19022011872
173|3445|0.00408775878779|-0.0755429310062|-4.20923479595
174|3446|0.0051498614277|-0.0797183115611|-4.20773101369
