#run uncVx_mean      uncVx_sigma     uncVy_mean       uncVy_sigma    uncVz_mean     uncVz_sigma    tgtProjX_mean tgtProjX_sigma tgtProjY_mean    tgtProjY_sigma
5772 -0.0917917298574 0.216454502239 -0.0768882210741 0.0882479982469 -3.95440420067 2.85501148292 -0.222646428161 0.216599169543 -0.077248219433 0.0863849895543
7629 -0.114208501543 0.318565194941 -0.0861905137557 0.100070540569 -4.19376074134 2.93968257423 -0.246177969855 0.316949530558 -0.0858695429333 0.097190015119
7630 -0.11534400781 0.321217126746 -0.0822947774441 0.0996208599274 -4.16826759417 2.97682874229 -0.247484618706 0.318653987577 -0.0817560564865 0.097622124328
7636 -0.118037124569 0.328488072274 -0.0907532695691 0.0994935343722 -4.24123716792 2.97057055842 -0.249973712154 0.327933519229 -0.0908207566359 0.095867859875
7637 -0.0799084000365 0.328902265759 -0.0943229358791 0.0984867384883 -4.28821740757 2.97535981443 -0.213304581854 0.327575201217 -0.0936431159834 0.0951801693774
7644 -0.105305418429 0.330427440146 -0.0856552792231 0.107359915328 -4.19887331532 2.976125006 -0.236591313624 0.330687652639 -0.0857285320555 0.105177183738
7653 -0.108653881006 0.322774552434 -0.0812748816603 0.109779475489 -4.20284836439 2.98320091108 -0.240199515924 0.323734790771 -0.0815239389006 0.107794327617
7779 -0.131391711334 0.34570629842 -0.1005271038 0.105348592013 -4.22916112135 2.95750799142 -0.263459600253 0.346158169987 -0.100355457043 0.102529291086
7780 -0.127140350421 0.344500021797 -0.0987573910103 0.106689602461 -4.21259906762 2.95128676687 -0.258757603851 0.344806743827 -0.0987417280656 0.103954886441
7781 -0.140845219588 0.341157052206 -0.0988195573674 0.10307933992 -4.21941049182 2.96350567554 -0.272675253897 0.3391023701 -0.0991204711653 0.100002159347
7782 -0.136280342371 0.348498364631 -0.118123500505 0.108537253996 -4.24329019376 2.96163283025 -0.267369320751 0.346412756312 -0.117641516136 0.105927558749
7783 -0.136280342371 0.348498364631 -0.118123500505 0.108537253996 -4.24329019376 2.96163283025 -0.267369320751 0.346412756312 -0.117641516136 0.105927558749
7783 -0.136480296456 0.349636491921 -0.0960025082224 0.106646795796 -4.24930902355 2.87922759425 -0.264752657729 0.352628844138 -0.0948336447681 0.103296471889
7786 -0.151373098903 0.355995070873 -0.0991381272047 0.119956760971 -4.23249555154 2.87900064918 -0.284872633293 0.354731290296 -0.0974592784987 0.117251060231
7796 -0.126694113234 0.341689886089 -0.0826391419118 0.109738606649 -4.2107651974 3.04065382163 -0.258863781563 0.341518298984 -0.0825733857896 0.107702648436
7798 -0.128324684829 0.34283233924 -0.0742618152552 0.104905198644 -4.24779673819 3.04196613762 -0.260483848122 0.343427933301 -0.0741296191045 0.102523653651
7799 -0.137107598861 0.339894499079 -0.0733621460342 0.102251890958 -4.25282998078 2.99853107483 -0.268403082486 0.339650012237 -0.0733335465846 0.100165359563
7800 -0.132915680558 0.336866627478 -0.0744247991223 0.102425437017 -4.21754867587 3.04071803559 -0.264528003649 0.336048581449 -0.0741826269957 0.100371222767
7801 -0.137051206223 0.336773357863 -0.0760493823868 0.103976527245 -4.25357863253 2.97987934275 -0.269806624288 0.335119440207 -0.0762137200068 0.101536159345
7803 -0.1270746119 0.335071446634 -0.0713687338441 0.100294006063 -4.36321009235 3.01095964447 -0.258176370367 0.333705936459 -0.0711077163307 0.0983363335804
7804 -0.12675146234 0.333980180876 -0.0732521611289 0.100486847702 -4.35304690297 2.99098171825 -0.258537438578 0.333573588206 -0.0730505071102 0.0982457308124
7805 -0.125369645818 0.332920109701 -0.0704709887905 0.0994660412034 -4.35875547435 2.97659667433 -0.25631536424 0.331998329249 -0.0704872280074 0.0972773345155
7807 -0.130698547803 0.334528816944 -0.0694840439591 0.100684627027 -4.32140836403 2.99826454632 -0.262389622575 0.334330805663 -0.0696318190689 0.0984398497889
7947 -0.0588017724469 0.34491991737 -0.123097926857 0.0937343401111 -4.18873497688 2.9344743706 -0.190014855722 0.345569889751 -0.123098306789 0.0916745403792
7948 -0.0333480441072 0.337878360239 -0.139663516468 0.0922594172365 -4.21602925051 2.92898364912 -0.16528082826 0.337596650326 -0.139236553124 0.0896165336929
7949 -0.0432385577875 0.334557902133 -0.147568765148 0.0925060294433 -4.23930956338 2.94376863302 -0.175180022173 0.334364584591 -0.147922246571 0.0894476766556
7953 -0.0123163967934 0.335979969468 -0.155002992451 0.0924517804773 -4.24941346946 2.94187489645 -0.144380862294 0.332024018565 -0.155298176753 0.0903196247846
7962 -0.0366754266666 0.335078724956 -0.151465436079 0.0916622717669 -4.25991878211 2.96381164987 -0.167913921148 0.334349716898 -0.151883648274 0.0900460347072
7963 -0.0347588032365 0.334186660594 -0.156428473636 0.0924063401935 -4.27952896683 2.93609666063 -0.16579074104 0.333956182041 -0.155892373221 0.0896081439044
7964 -0.0448887292291 0.332739979464 -0.157102417372 0.0926706501969 -4.30439856644 2.95870782832 -0.176157872166 0.333030087942 -0.156740611773 0.0896880711231
7965 -0.0340172017382 0.334640280369 -0.153463393753 0.0924741899702 -4.32205244266 2.97121214449 -0.166947290226 0.333149975116 -0.153123373855 0.0893766938461
7966 -0.0422008199179 0.336292321324 -0.153413869078 0.0929212840879 -4.31664289895 2.96790309308 -0.173614451256 0.335292995592 -0.152917433442 0.0897950922485
7968 -0.0576408011011 0.335015633591 -0.150513222687 0.0946871406073 -4.32808600267 2.96900560369 -0.188894431925 0.335682632969 -0.150436992377 0.0908192648411
7969 -0.0513046055606 0.332867019304 -0.1460135198 0.0943137240473 -4.35068472488 2.95876951135 -0.184369443719 0.328221415988 -0.146747329551 0.0905781026817
7970 -0.0587760758145 0.333964635664 -0.126353976155 0.0964953745388 -4.35548988549 2.97446881142 -0.19151289539 0.332461410401 -0.126281551863 0.0939194602902
7972 0.0816393481983 0.328885350531 -0.105237228934 0.0928320753135 -4.36389264494 2.99308779784 -0.0498310429282 0.328991810309 -0.105758899795 0.0898858552964
7976 0.0473119669192 0.332425135385 -0.109649857263 0.092505348983 -4.30569264989 2.98498158941 -0.0847523353072 0.333656809714 -0.109457469026 0.0902928077334
7982 0.0654628788703 0.332334361827 -0.10697420214 0.0908386258465 -4.30411534673 2.96219002077 -0.0663814718651 0.330138840329 -0.106811227062 0.088233817452
7983 0.0685945050788 0.32990875713 -0.112767154438 0.091351462057 -4.27734125103 2.96657725252 -0.0637512583783 0.327551108441 -0.112767277779 0.0893633961329
7984 0.0722335839997 0.330990862928 -0.115354820273 0.0927341380616 -4.29410733203 2.98472195766 -0.0598984307437 0.329064489819 -0.115040155276 0.0896702034585
7985 0.0767619474902 0.336852782748 -0.123927630488 0.0928805286088 -4.31266095539 2.97848179745 -0.0550807316711 0.336566173776 -0.124019369933 0.0908411017527
7986 0.0856873189221 0.336308520048 -0.146256549217 0.0929224707554 -4.32245065988 2.98853668407 -0.0460263283213 0.335233892944 -0.14670736981 0.0900204360035
7987 0.0878467120456 0.344414424321 -0.153194056881 0.0931338189338 -4.32686271256 2.98651897405 -0.044257057904 0.342755211094 -0.152947906553 0.0905687123962
7988 0.0953224735078 0.344220060308 -0.153473357523 0.0932155409231 -4.32861501704 2.98067166008 -0.0357125872491 0.34458760722 -0.153027321485 0.0900204403804
8025 0.0346538596106 0.313689613522 -0.123446493661 0.107297225132 -4.26832077033 2.95575565394 -0.097560032914 0.315468418237 -0.123727728793 0.104814552815
8026 0.0370808966947 0.312486188478 -0.121199470725 0.107733409997 -4.3108043953 2.97918195631 -0.0948688061608 0.312391503591 -0.121689764621 0.105199922277
8027 0.0334542859899 0.314070035034 -0.119103696876 0.107610813504 -4.29585126254 3.00007571831 -0.0980282444338 0.312871550943 -0.118802631241 0.104974609736
8028 0.032446888428 0.314033334961 -0.113932603304 0.106553905769 -4.2886176453 2.98325098004 -0.0990944494135 0.313510684881 -0.113993414243 0.104402595306
8029 0.035768908443 0.310964618086 -0.117515493632 0.107230307855 -4.25251876437 2.98454623128 -0.0957706390226 0.311693322398 -0.1173638674 0.104516052762
8030 0.0409593015927 0.312938921513 -0.119075584422 0.106750539936 -4.26548445548 2.99916442551 -0.0908241943375 0.312257344963 -0.119012001294 0.103592308295
8031 0.041935128588 0.315414475294 -0.118980566017 0.107576390474 -4.22650422694 3.03423433287 -0.0906837753528 0.314695782601 -0.118473172498 0.104698014815
8039 0.0421105290788 0.315752287864 -0.114848509054 0.109983159578 -4.23083405869 3.04085052093 -0.0907023963028 0.315046772668 -0.114503589102 0.107407982904
8040 0.0432595861598 0.315665204242 -0.115865450121 0.109925561701 -4.26494992973 2.99054391036 -0.0892503660007 0.313614770618 -0.115569221949 0.107095493176
8041 0.0443626906694 0.318407964758 -0.114891183621 0.109627999685 -4.28745486154 3.02278419348 -0.0884024346287 0.317894436274 -0.114175892683 0.107512014574
8043 0.0437436299132 0.31496913973 -0.114124548216 0.111977377084 -4.23346971749 3.04511833292 -0.0889040122023 0.313989703798 -0.1136297959 0.109099059784
8044 0.0408108651349 0.312124578427 -0.109222300593 0.111295736281 -4.22717800495 3.05367259951 -0.0913346432844 0.311947140717 -0.109472584211 0.108881420606
8045 0.0317927259447 0.312343711721 -0.109933973216 0.109107378262 -4.21094051153 3.04990793472 -0.10020571188 0.312673231054 -0.109764207656 0.107413434768
8046 0.0324637526733 0.313220543348 -0.110306624614 0.108019703873 -4.22300514034 3.04938371017 -0.0988498294922 0.312953409784 -0.110117478845 0.105689017294
8047 0.0299963532282 0.314863104195 -0.113105729757 0.107111106053 -4.20801258063 3.05151587441 -0.101608534727 0.314121042124 -0.112934180829 0.105032742482
8048 0.0327391364469 0.313815383235 -0.119662183943 0.10827884021 -4.22912286653 2.97910800193 -0.0995595450502 0.312576901539 -0.119501764105 0.105442631484
8049 0.0318326507892 0.312230191792 -0.12015476589 0.109253010089 -4.23140761886 2.9716960304 -0.0994083265751 0.312123440364 -0.119924088956 0.106729785037
8051 0.0428801238301 0.315562468752 -0.125016095031 0.106116632116 -4.28075487477 3.01132702438 -0.0897343215705 0.315430921717 -0.124713595772 0.103857848214
8055 0.0703443986376 0.309855980672 -0.132879947577 0.10652225258 -4.32125599271 3.00319517577 -0.0614497056463 0.31058636551 -0.132959015785 0.104516272522
8057 0.0516356401841 0.314316250463 -0.118517646484 0.108659494297 -4.31158761551 3.0160889114 -0.0807001209887 0.31365654795 -0.118044694123 0.105903178334
8058 0.0522344160448 0.314595329036 -0.125152620538 0.107088961313 -4.31283710584 3.01647082688 -0.0796454115873 0.313539877302 -0.125256529371 0.105264217725
8059 0.0444835912794 0.317989402187 -0.127153458391 0.107651773537 -4.31914718533 3.00683315103 -0.0882744039439 0.317952997405 -0.127025524511 0.105402133637
8072 0.0771798307006 0.319585170516 -0.134780753978 0.10951829701 -4.1769621116 2.96583560081 -0.0550383536428 0.320815558822 -0.134840582766 0.107695708931
8073 0.0333976916911 0.316417000203 -0.120357662385 0.109558944774 -4.18536133455 2.95848239049 -0.0981102397959 0.316422764575 -0.120121855182 0.107427141842
8074 0.0544706914822 0.318598577522 -0.129858933137 0.105574038119 -4.17048327212 2.97236810809 -0.0772717568544 0.319235781629 -0.129715456602 0.103449464259
8075 0.0385685295606 0.322091636618 -0.12650638786 0.105256218856 -4.210213896 2.96715556946 -0.0935893821606 0.321412800732 -0.126252187512 0.103481203935
8077 0.06008910786 0.319247894484 -0.124146981115 0.105422794655 -4.21551148851 2.96897681137 -0.0711182275328 0.318830729067 -0.123923599556 0.102415082825
8085 0.0955136518036 0.319418649575 -0.0963383416687 0.101819334062 -4.11610679424 2.93676462778 -0.0357821988613 0.318616458243 -0.0962837854028 0.0995656530819
8086 0.120894689785 0.331593143452 -0.099556924605 0.10581528479 -4.15804280247 2.95644174266 -0.0108792678187 0.331236358764 -0.0998449159903 0.103337941935
8087 0.0906645435119 0.331548529066 -0.0808535450126 0.104029391111 -4.1908627829 2.97576970313 -0.0409995935994 0.332118781688 -0.0809838258646 0.102098097782
8088 0.137778944845 0.328046066229 -0.0884007257742 0.10440507355 -4.21056285852 2.94996563208 0.00575667286151 0.328799792246 -0.0884441516696 0.102279924649
8090 0.0668203645786 0.326345628972 -0.0803995073818 0.103725428052 -4.18056096694 2.96095198668 -0.0649015124349 0.325932210634 -0.0802942414051 0.101677882926
8092 0.0443273931971 0.324966246875 -0.0737063145559 0.103015805868 -4.21851797326 2.97310076328 -0.0878605709009 0.324491164506 -0.0740671432703 0.100167646968
8094 0.0398844096051 0.325710280002 -0.0704743700629 0.101493777362 -4.19295876429 2.97256146211 -0.0925994936332 0.323931568875 -0.0702181420277 0.0994466158013
8095 0.0448344841274 0.323410771028 -0.0740090902005 0.102470238496 -4.18832837628 2.97938995335 -0.0867917901265 0.323893894975 -0.0744623790389 0.0999658809539
8096 0.0398040377233 0.329185707525 -0.0731372668161 0.10257296696 -4.20439525774 2.98084081531 -0.0910763729594 0.328007537861 -0.0729808461616 0.100743535526
8097 0.0496365211479 0.334173777552 -0.0737177844633 0.104174085387 -4.1905266258 2.97621771275 -0.0815634534418 0.333501094766 -0.0735379250118 0.102139491779
8098 0.0429456494034 0.332341465901 -0.0749158885938 0.104425037427 -4.19248124749 2.98526973032 -0.0884038683819 0.331832335986 -0.0751958415366 0.101409709819
8099 0.0502874093148 0.33292170781 -0.0825596279391 0.104001031499 -4.19840345912 2.98208334199 -0.0813049554185 0.332995036004 -0.0823801865177 0.101888198945
