svt_channel_id, amplitude, t0, tp, tp2
14766,2289.18,17.72,57.07,14.58
14767,2289.18,17.72,57.07,14.58
14768,2331.86,18.59,55.0,14.55
14769,2250.78,17.73,55.61,14.96
14770,2250.98,17.62,55.0,14.95
14771,2267.11,17.72,53.63,15.18
14772,2296.76,17.84,56.27,14.71
14773,2302.44,17.96,55.43,14.8
14774,2305.81,17.65,55.86,14.74
14775,2305.81,17.65,55.86,14.74
14776,2353.65,18.53,54.23,14.68
14777,2257.65,17.79,54.36,15.1
14778,2253.57,17.69,54.67,14.95
14779,2270.38,17.79,53.61,15.12
14780,2300.01,18.02,56.29,14.58
14781,2297.43,18.17,56.97,14.44
14782,2311.62,17.77,56.11,14.65
14783,2311.62,17.77,56.11,14.65
14784,2374.6,18.28,54.46,14.63
14785,2287.86,17.4,55.74,15.05
14786,2309.96,17.63,55.64,14.81
14787,2312.12,17.76,55.18,14.91
14788,2341.55,17.97,57.16,14.41
14789,2354.11,18.1,56.88,14.43
14790,2361.9,17.92,56.44,14.58
14791,2361.9,17.92,56.44,14.58
14792,2385.14,18.4,55.2,14.6
14793,2295.53,17.5,55.62,14.99
14794,2306.04,17.41,55.09,15.06
14795,2312.75,17.63,53.57,15.24
14796,2348.86,17.77,56.37,14.66
14797,2369.61,17.98,56.76,14.59
14798,2356.03,17.93,57.05,14.41
14799,2356.03,17.93,57.05,14.41
14800,2387.1,18.36,54.98,14.66
14801,2317.57,17.44,54.87,15.24
14802,2310.41,17.46,55.12,15.04
14803,2319.62,17.59,55.42,14.97
14804,2359.35,17.86,57.02,14.6
14805,2347.08,18.06,57.03,14.57
14806,2360.51,17.98,57.62,14.44
14807,2360.51,17.98,57.62,14.44
14808,2396.89,18.34,54.77,14.72
14809,2306.99,17.41,55.76,15.13
14810,2313.76,17.4,55.63,15.04
14811,2323.73,17.41,54.29,15.28
14812,2339.78,17.71,57.74,14.51
14813,2339.7,17.93,57.74,14.52
14814,2363.03,17.79,56.89,14.66
14815,2363.03,17.79,56.89,14.66
14816,2405.65,18.4,55.58,14.62
14817,2307.64,17.45,56.27,15.08
14818,2302.64,17.33,56.13,14.98
14819,2316.24,17.4,55.45,15.15
14820,2331.92,17.76,57.94,14.52
14821,2344.42,17.97,57.54,14.53
14822,2360.2,17.76,57.92,14.5
14823,2360.2,17.76,57.92,14.5
14824,2406.92,18.36,56.1,14.56
14825,2305.2,17.41,56.16,15.05
14826,2305.4,17.35,56.98,14.85
14827,2326.67,17.3,54.26,15.33
14828,2336.88,17.71,58.36,14.49
14829,2346.32,17.88,59.1,14.34
14830,2361.0,17.69,58.21,14.48
14831,2361.0,17.69,58.21,14.48
14832,2395.55,18.48,57.2,14.34
14833,2299.98,17.36,57.22,14.82
14834,2303.79,17.35,57.59,14.67
14835,2310.09,17.27,56.37,15.04
14836,2322.16,17.59,59.55,14.28
14837,2333.95,17.71,59.0,14.3
14838,2341.74,17.7,59.77,14.21
14839,2341.74,17.7,59.77,14.21
14840,2399.7,18.36,58.21,14.09
14841,2290.68,17.36,58.4,14.58
14842,2304.01,17.22,58.78,14.48
14843,2307.91,17.1,57.73,14.76
14844,2334.25,17.21,60.3,14.21
14845,2333.46,17.36,60.57,14.14
14846,2342.2,16.71,60.11,14.32
14847,2342.2,16.71,60.11,14.32
14848,2347.56,18.36,59.62,14.21
14849,2347.56,18.36,59.62,14.21
14850,2337.9,17.87,59.02,14.42
14851,2393.65,17.43,57.03,15.0
14852,2379.0,17.59,59.31,14.39
14853,2434.26,17.86,59.37,14.41
14854,2438.55,17.73,58.79,14.43
14855,2438.55,17.73,58.79,14.43
14856,2414.33,18.29,57.41,14.42
14857,2376.77,17.29,55.91,15.22
14858,2341.36,17.2,56.91,15.01
14859,2387.29,17.06,55.53,15.38
14860,2381.59,17.44,58.16,14.67
14861,2423.91,17.67,57.78,14.69
14862,2436.35,17.46,57.48,14.78
14863,2436.35,17.46,57.48,14.78
14864,2441.75,18.4,56.06,14.65
14865,2393.3,17.29,54.14,15.53
14866,2366.05,17.19,55.4,15.24
14867,2418.04,17.27,53.27,15.65
14868,2413.62,17.57,56.87,14.88
14869,2442.48,17.63,57.05,14.93
14870,2440.81,17.54,56.75,14.93
14871,2440.81,17.54,56.75,14.93
14872,2474.62,18.4,55.2,14.84
14873,2409.33,17.42,54.02,15.58
14874,2392.33,17.3,54.24,15.46
14875,2428.49,17.31,52.99,15.74
14876,2439.89,17.52,56.87,14.9
14877,2460.74,17.79,56.38,14.92
14878,2490.56,17.55,55.9,15.08
14879,2490.56,17.55,55.9,15.08
14880,2508.0,18.56,54.92,14.83
14881,2440.01,17.59,54.05,15.54
14882,2415.39,17.27,54.42,15.45
14883,2455.75,17.5,52.77,15.81
14884,2465.58,17.69,55.65,15.13
14885,2496.94,17.87,55.93,15.04
14886,2496.45,17.59,55.99,15.11
14887,2496.45,17.59,55.99,15.11
14888,2518.9,18.37,53.82,15.13
14889,2451.42,17.58,54.04,15.6
14890,2438.97,17.52,54.73,15.34
14891,2482.78,17.51,52.25,15.92
14892,2475.79,17.75,55.68,15.08
14893,2520.15,17.9,54.48,15.27
14894,2525.8,17.66,55.68,15.22
14895,2525.8,17.66,55.68,15.22
14896,2538.25,18.52,53.84,15.08
14897,2483.93,17.69,52.8,15.75
14898,2454.05,17.58,53.44,15.51
14899,2501.11,17.53,50.97,16.07
14900,2506.94,17.73,55.17,15.2
14901,2532.65,18.07,55.19,15.2
14902,2546.84,17.63,54.4,15.39
14903,2546.84,17.63,54.4,15.39
14904,2556.61,18.5,53.3,15.21
14905,2481.97,17.65,52.64,15.83
14906,2466.11,17.55,52.93,15.68
14907,2494.67,17.71,51.75,15.88
14908,2498.31,17.9,54.79,15.15
14909,2532.16,18.05,54.37,15.25
14910,2520.64,17.77,54.55,15.25
14911,2520.64,17.77,54.55,15.25
14912,2570.8,18.11,53.55,15.25
14913,2513.85,17.25,53.51,15.84
14914,2465.78,17.2,53.73,15.67
14915,2513.99,17.45,52.5,15.96
14916,2519.48,17.84,55.57,15.07
14917,2552.27,17.96,55.7,15.13
14918,2550.41,17.63,55.12,15.28
14919,2550.41,17.63,55.12,15.28
14920,2571.61,18.21,53.76,15.28
14921,2495.65,17.19,53.93,15.81
14922,2477.74,17.15,53.78,15.75
14923,2514.81,17.41,52.17,15.98
14924,2522.21,17.64,55.8,15.25
14925,2523.5,17.78,55.26,15.29
14926,2543.75,17.59,55.62,15.24
14927,2543.75,17.59,55.62,15.24
14928,2548.62,18.23,54.35,15.15
14929,2503.58,17.12,52.69,16.07
14930,2460.29,17.05,53.85,15.82
14931,2502.14,17.21,52.12,16.08
14932,2503.33,17.69,55.5,15.26
14933,2511.2,17.84,56.34,15.06
14934,2519.98,17.63,55.61,15.25
14935,2519.98,17.63,55.61,15.25
14936,2545.4,18.2,53.7,15.27
14937,2490.05,17.15,53.65,15.98
14938,2469.47,17.06,53.42,15.89
14939,2505.86,17.19,52.89,16.02
14940,2497.54,17.54,55.91,15.28
14941,2524.27,17.74,56.51,15.15
14942,2528.99,17.58,56.37,15.2
14943,2528.99,17.58,56.37,15.2
14944,2557.07,18.27,54.49,15.18
14945,2474.89,17.23,54.34,15.78
14946,2442.82,17.06,55.04,15.65
14947,2480.45,17.2,53.68,15.88
14948,2482.87,17.46,57.03,15.15
14949,2512.93,17.74,56.03,15.18
14950,2514.51,17.59,56.5,15.08
14951,2514.51,17.59,56.5,15.08
14952,2553.0,18.07,54.89,15.11
14953,2475.39,17.14,54.8,15.74
14954,2449.22,16.98,54.79,15.66
14955,2474.87,17.01,53.81,15.85
14956,2489.54,17.43,57.64,15.04
14957,2500.03,17.48,58.14,14.94
14958,2510.27,17.61,58.84,14.78
14959,2510.27,17.61,58.84,14.78
14960,2535.32,18.16,56.17,14.87
14961,2466.31,17.08,55.63,15.54
14962,2437.08,17.02,56.61,15.31
14963,2472.69,16.93,55.03,15.67
14964,2467.59,17.29,58.32,14.94
14965,2480.0,17.45,58.59,14.83
14966,2491.98,17.44,59.18,14.69
14967,2491.98,17.44,59.18,14.69
14968,2529.05,18.02,57.74,14.59
14969,2464.05,17.23,57.2,15.16
14970,2431.26,16.96,57.74,15.07
14971,2462.75,16.91,56.51,15.31
14972,2452.59,17.22,59.86,14.51
14973,2436.91,17.35,60.4,14.37
14974,2415.96,17.01,59.03,14.42
14975,2415.96,17.01,59.03,14.42
14976,2600.78,20.22,56.44,12.64
14977,2600.78,20.22,56.44,12.64
14978,2588.08,19.54,56.55,12.88
14979,2607.64,19.36,55.92,13.19
14980,2640.08,19.36,56.77,12.87
14981,2634.23,19.34,57.28,12.86
14982,2647.54,19.42,56.68,12.87
14983,2647.54,19.42,56.68,12.87
14984,2654.79,19.86,55.98,13.04
14985,2637.59,19.22,54.93,13.4
14986,2625.43,18.95,55.28,13.37
14987,2648.47,19.12,54.59,13.54
14988,2684.89,19.28,55.99,13.05
14989,2674.6,19.32,55.91,13.07
14990,2701.24,19.27,55.96,13.06
14991,2701.24,19.27,55.96,13.06
14992,2673.37,20.14,55.62,12.98
14993,2655.42,19.32,54.24,13.44
14994,2639.36,19.01,54.13,13.51
14995,2673.94,19.23,53.24,13.68
14996,2701.83,19.28,55.28,13.13
14997,2688.72,19.38,55.94,13.07
14998,2731.25,19.27,55.23,13.16
14999,2731.25,19.27,55.23,13.16
15000,2688.26,20.09,54.77,13.11
15001,2670.85,19.44,53.98,13.44
15002,2659.48,19.18,53.68,13.49
15003,2689.64,19.27,53.2,13.67
15004,2718.81,19.43,55.09,13.11
15005,2708.18,19.47,55.23,13.11
15006,2737.11,19.32,55.01,13.2
15007,2737.11,19.32,55.01,13.2
15008,2723.83,20.34,54.82,13.0
15009,2701.06,19.56,53.55,13.45
15010,2682.74,19.24,53.82,13.44
15011,2705.38,19.46,53.04,13.59
15012,2743.07,19.5,54.75,13.12
15013,2725.2,19.56,54.65,13.15
15014,2753.11,19.42,54.83,13.16
15015,2753.11,19.42,54.83,13.16
15016,2737.27,20.32,54.65,13.04
15017,2725.93,19.68,53.78,13.37
15018,2695.08,19.43,52.7,13.52
15019,2714.65,19.53,52.78,13.64
15020,2734.09,19.55,54.23,13.13
15021,2731.98,19.59,54.59,13.09
15022,2766.75,19.47,54.79,13.15
15023,2766.75,19.47,54.79,13.15
15024,2743.1,20.4,54.97,13.01
15025,2726.42,19.67,53.18,13.48
15026,2701.55,19.5,53.62,13.4
15027,2733.67,19.87,52.87,13.47
15028,2777.08,19.71,54.46,13.05
15029,2769.5,19.78,54.65,13.05
15030,2788.45,19.63,54.58,13.1
15031,2788.45,19.63,54.58,13.1
15032,2764.45,20.37,53.83,13.07
15033,2744.13,19.77,52.89,13.43
15034,2725.71,19.73,52.87,13.39
15035,2743.74,19.82,52.71,13.48
15036,2761.46,19.98,54.09,12.97
15037,2754.8,19.92,54.38,12.97
15038,2773.77,19.72,54.35,13.02
15039,2773.77,19.72,54.35,13.02
15040,2742.64,20.07,53.75,13.07
15041,2733.6,19.5,53.39,13.34
15042,2699.63,19.52,53.35,13.34
15043,2742.81,19.73,52.53,13.45
15044,2758.72,19.78,53.92,12.98
15045,2760.0,19.91,54.63,12.92
15046,2786.24,19.8,54.57,12.95
15047,2786.24,19.8,54.57,12.95
15048,2759.05,20.22,53.91,13.11
15049,2748.18,19.5,52.83,13.47
15050,2718.01,19.48,52.85,13.43
15051,2752.17,19.68,52.19,13.51
15052,2774.03,19.84,54.91,12.88
15053,2764.34,20.02,54.72,12.87
15054,2793.41,19.81,54.56,12.95
15055,2793.41,19.81,54.56,12.95
15056,2750.67,20.39,54.25,12.98
15057,2753.91,19.48,52.79,13.51
15058,2736.57,19.43,52.88,13.44
15059,2770.03,19.79,52.34,13.51
15060,2771.12,19.89,54.69,12.89
15061,2754.32,19.96,54.91,12.86
15062,2802.8,19.9,54.7,12.89
15063,2802.8,19.9,54.7,12.89
15064,2778.76,20.43,54.31,12.97
15065,2754.26,19.53,53.19,13.45
15066,2728.24,19.5,52.72,13.42
15067,2760.54,19.6,52.68,13.51
15068,2792.53,19.93,54.67,12.9
15069,2778.52,19.92,54.76,12.89
15070,2789.45,19.8,54.06,12.96
15071,2789.45,19.8,54.06,12.96
15072,2796.02,20.47,54.74,12.92
15073,2766.47,19.62,53.74,13.32
15074,2736.95,19.49,53.63,13.3
15075,2759.25,19.62,53.51,13.46
15076,2794.04,19.73,55.0,12.88
15077,2784.45,19.83,55.18,12.85
15078,2808.65,19.9,54.95,12.83
15079,2808.65,19.9,54.95,12.83
15080,2792.14,20.32,54.31,12.96
15081,2768.0,19.59,53.8,13.28
15082,2751.6,19.36,53.43,13.35
15083,2766.15,19.43,52.39,13.56
15084,2792.53,19.79,55.63,12.76
15085,2772.67,19.71,55.45,12.86
15086,2798.35,19.63,55.07,12.87
15087,2798.35,19.63,55.07,12.87
15088,2784.93,20.36,55.28,12.82
15089,2764.43,19.54,54.16,13.25
15090,2744.13,19.43,54.1,13.19
15091,2772.68,19.47,53.38,13.39
15092,2771.45,19.55,55.88,12.79
15093,2763.43,19.64,55.98,12.77
15094,2770.79,19.69,55.61,12.72
15095,2770.79,19.69,55.61,12.72
15096,2777.52,20.2,55.42,12.78
15097,2762.24,19.34,54.51,13.18
15098,2730.26,19.24,54.8,13.13
15099,2746.82,19.01,53.84,13.41
15100,2775.81,19.26,56.43,12.69
15101,2750.32,18.99,56.69,12.76
15102,2750.06,18.47,57.01,12.87
15103,2750.06,18.47,57.01,12.87
15104,2612.86,20.61,58.83,12.16
15105,2612.86,20.61,58.83,12.16
15106,2627.42,19.92,58.19,12.41
15107,2631.86,19.73,57.36,12.69
15108,2652.2,19.62,58.47,12.35
15109,2645.44,19.59,58.02,12.46
15110,2658.58,19.59,57.96,12.51
15111,2658.58,19.59,57.96,12.51
15112,2613.99,19.93,57.52,12.61
15113,2613.0,19.49,57.28,12.81
15114,2630.64,19.31,56.15,12.91
15115,2637.47,19.39,56.1,13.08
15116,2677.42,19.46,57.03,12.66
15117,2653.5,19.5,56.85,12.69
15118,2672.6,19.44,57.24,12.63
15119,2672.6,19.44,57.24,12.63
15120,2609.98,20.09,56.37,12.7
15121,2609.41,19.46,55.26,13.05
15122,2623.21,19.25,55.4,13.03
15123,2643.01,19.59,54.84,13.09
15124,2658.37,19.45,56.17,12.76
15125,2652.39,19.57,57.04,12.74
15126,2662.99,19.5,55.84,12.8
15127,2662.99,19.5,55.84,12.8
15128,2609.87,20.2,56.06,12.71
15129,2612.56,19.53,55.11,13.06
15130,2607.63,19.45,55.18,13.0
15131,2623.84,19.52,54.58,13.17
15132,2662.11,19.53,55.89,12.8
15133,2634.74,19.71,55.83,12.78
15134,2658.02,19.55,55.84,12.81
15135,2658.02,19.55,55.84,12.81
15136,2633.54,20.41,55.05,12.76
15137,2626.28,19.56,54.03,13.21
15138,2634.71,19.34,53.94,13.22
15139,2636.45,19.64,53.72,13.29
15140,2668.79,19.81,55.04,12.8
15141,2649.61,19.62,55.04,12.92
15142,2664.97,19.46,54.74,13.0
15143,2664.97,19.46,54.74,13.0
15144,2624.73,20.41,54.69,12.84
15145,2621.1,19.7,53.72,13.22
15146,2640.03,19.55,52.94,13.31
15147,2649.58,19.74,53.1,13.32
15148,2675.31,19.67,54.26,12.97
15149,2651.45,19.75,54.68,12.93
15150,2672.13,19.5,54.77,13.0
15151,2672.13,19.5,54.77,13.0
15152,2616.74,20.31,54.03,12.94
15153,2629.77,19.76,53.43,13.22
15154,2632.49,19.6,53.07,13.24
15155,2646.33,19.93,52.75,13.35
15156,2685.7,19.87,54.1,12.93
15157,2663.03,19.81,54.6,12.91
15158,2674.21,19.53,54.33,13.06
15159,2674.21,19.53,54.33,13.06
15160,2629.52,20.32,53.76,13.01
15161,2636.29,19.78,52.64,13.35
15162,2642.35,19.77,53.16,13.23
15163,2653.01,19.85,52.17,13.41
15164,2673.87,20.09,54.58,12.81
15165,2665.74,19.98,54.33,12.92
15166,2653.57,19.84,53.97,12.97
15167,2653.57,19.84,53.97,12.97
15168,2617.31,20.02,53.93,13.01
15169,2622.89,19.39,52.64,13.42
15170,2629.85,19.59,53.63,13.19
15171,2656.71,19.83,52.99,13.31
15172,2675.24,19.92,54.26,12.89
15173,2671.68,20.13,54.54,12.79
15174,2683.63,19.89,54.43,12.91
15175,2683.63,19.89,54.43,12.91
15176,2633.15,20.23,54.51,13.0
15177,2637.37,19.33,52.86,13.51
15178,2653.71,19.59,52.65,13.33
15179,2672.6,19.88,52.29,13.38
15180,2689.46,19.96,54.39,12.87
15181,2679.63,19.97,54.01,12.93
15182,2697.12,19.85,54.03,12.96
15183,2697.12,19.85,54.03,12.96
15184,2659.64,20.27,54.05,13.01
15185,2656.48,19.46,53.11,13.47
15186,2662.84,19.41,52.53,13.43
15187,2679.15,19.63,52.14,13.52
15188,2700.86,19.75,54.07,12.99
15189,2696.53,19.89,54.16,12.95
15190,2700.38,19.77,54.64,12.95
15191,2700.38,19.77,54.64,12.95
15192,2673.13,20.26,53.71,13.04
15193,2675.25,19.45,53.51,13.41
15194,2682.21,19.35,52.89,13.42
15195,2691.17,19.72,52.87,13.46
15196,2722.0,19.86,54.63,12.89
15197,2710.95,19.9,54.42,12.93
15198,2716.98,19.78,54.26,12.98
15199,2716.98,19.78,54.26,12.98
15200,2709.89,20.29,53.91,13.02
15201,2689.77,19.47,52.96,13.41
15202,2710.89,19.54,53.06,13.34
15203,2710.3,19.65,53.21,13.42
15204,2737.61,19.8,54.88,12.9
15205,2719.32,19.99,54.62,12.88
15206,2734.37,19.84,54.53,12.92
15207,2734.37,19.84,54.53,12.92
15208,2695.61,20.59,54.9,12.79
15209,2706.52,19.59,54.01,13.27
15210,2724.42,19.37,53.28,13.37
15211,2728.2,19.7,52.83,13.4
15212,2744.07,19.68,54.38,12.96
15213,2738.14,19.8,55.05,12.9
15214,2744.14,19.8,54.9,12.86
15215,2744.14,19.8,54.9,12.86
15216,2701.81,20.27,54.46,12.91
15217,2709.5,19.59,54.02,13.24
15218,2713.58,19.4,53.82,13.27
15219,2727.5,19.51,53.8,13.31
15220,2746.29,19.66,55.55,12.8
15221,2720.18,19.75,55.92,12.74
15222,2729.88,19.8,55.6,12.72
15223,2729.88,19.8,55.6,12.72
15224,2724.71,20.09,55.15,12.83
15225,2709.27,19.4,55.1,13.12
15226,2721.78,19.29,54.92,13.04
15227,2731.43,19.24,54.31,13.22
15228,2739.08,19.21,56.1,12.76
15229,2724.94,19.06,56.33,12.75
15230,2731.82,18.48,56.84,12.86
15231,2731.82,18.48,56.84,12.86
15232,2558.59,20.54,58.14,12.17
15233,2558.59,20.54,58.14,12.17
15234,2572.12,19.84,57.92,12.35
15235,2596.63,19.48,56.96,12.76
15236,2643.87,19.4,58.26,12.41
15237,2644.14,19.55,58.16,12.37
15238,2638.06,19.52,57.77,12.41
15239,2638.06,19.52,57.77,12.41
15240,2602.1,19.97,57.52,12.46
15241,2590.88,19.35,56.6,12.8
15242,2601.9,19.18,55.61,12.88
15243,2625.29,19.21,55.45,13.04
15244,2666.45,19.43,57.16,12.53
15245,2672.93,19.61,57.33,12.49
15246,2658.34,19.35,57.03,12.58
15247,2658.34,19.35,57.03,12.58
15248,2619.33,20.22,56.35,12.5
15249,2599.71,19.42,55.68,12.87
15250,2612.92,19.26,55.29,12.91
15251,2647.6,19.37,54.58,13.07
15252,2675.19,19.42,56.67,12.6
15253,2685.04,19.53,56.76,12.58
15254,2662.88,19.44,56.66,12.61
15255,2662.88,19.44,56.66,12.61
15256,2625.41,20.18,56.44,12.55
15257,2616.56,19.57,55.72,12.85
15258,2604.63,19.36,54.37,13.02
15259,2636.2,19.42,54.65,13.1
15260,2687.65,19.55,56.02,12.61
15261,2677.82,19.62,56.19,12.62
15262,2665.15,19.32,56.46,12.66
15263,2665.15,19.32,56.46,12.66
15264,2626.8,20.22,55.66,12.58
15265,2600.62,19.63,54.97,12.9
15266,2618.33,19.41,54.45,12.99
15267,2635.63,19.55,54.1,13.06
15268,2690.84,19.7,55.91,12.58
15269,2674.06,19.74,55.46,12.61
15270,2662.64,19.53,56.47,12.6
15271,2662.64,19.53,56.47,12.6
15272,2625.43,20.32,55.41,12.59
15273,2621.85,19.73,55.14,12.85
15274,2626.2,19.56,54.16,12.98
15275,2654.73,19.78,54.08,13.03
15276,2685.01,19.81,55.82,12.54
15277,2697.41,19.74,55.21,12.67
15278,2670.16,19.54,55.83,12.64
15279,2670.16,19.54,55.83,12.64
15280,2625.16,20.36,55.38,12.61
15281,2615.08,19.8,54.28,12.91
15282,2617.19,19.55,53.66,13.0
15283,2660.1,19.77,53.33,13.06
15284,2694.4,19.98,55.8,12.49
15285,2683.76,19.84,55.45,12.62
15286,2672.2,19.65,55.72,12.64
15287,2672.2,19.65,55.72,12.64
15288,2645.67,20.45,55.5,12.55
15289,2647.95,20.07,54.41,12.58
15290,2934.94,21.27,62.16,8.57
15291,2686.62,19.91,53.47,12.78
15292,2695.21,20.12,56.11,12.36
15293,2692.9,19.99,55.27,12.6
15294,2668.2,19.76,55.15,12.6
15295,2668.2,19.76,55.15,12.6
15296,2651.1,20.02,55.04,12.66
15297,2645.04,19.47,54.28,12.99
15298,2652.04,19.58,53.93,13.0
15299,2682.18,19.91,53.79,12.97
15300,2727.12,19.93,55.64,12.49
15301,2741.96,20.09,55.35,12.5
15302,2688.83,19.98,55.06,12.54
15303,2688.83,19.98,55.06,12.54
15304,2675.18,20.25,54.94,12.7
15305,2662.73,19.5,53.95,13.1
15306,2660.46,19.59,54.43,12.97
15307,2689.48,19.85,52.88,13.11
15308,2742.74,19.99,55.56,12.55
15309,2727.16,20.11,55.43,12.51
15310,2717.73,19.92,55.33,12.56
15311,2717.73,19.92,55.33,12.56
15312,2680.96,20.24,54.74,12.74
15313,2669.77,19.5,54.13,13.08
15314,2688.39,19.5,54.02,13.05
15315,2701.57,19.68,53.49,13.14
15316,2752.51,20.04,55.56,12.52
15317,2743.7,20.09,55.27,12.55
15318,2727.76,19.91,55.27,12.59
15319,2727.76,19.91,55.27,12.59
15320,2697.46,20.28,55.32,12.7
15321,2688.94,19.62,54.8,12.97
15322,2699.93,19.44,54.2,13.03
15323,2717.39,19.6,53.38,13.17
15324,2760.48,19.88,55.36,12.6
15325,2752.57,19.91,55.73,12.63
15326,2736.63,19.78,55.46,12.63
15327,2736.63,19.78,55.46,12.63
15328,2738.29,20.49,55.21,12.6
15329,2693.53,19.44,54.2,13.1
15330,2709.87,19.5,54.3,13.03
15331,2730.59,19.67,53.91,13.1
15332,2785.56,19.91,55.9,12.51
15333,2774.81,19.97,55.48,12.56
15334,2757.24,19.85,55.58,12.59
15335,2757.24,19.85,55.58,12.59
15336,2736.52,20.44,55.01,12.65
15337,2709.68,19.53,54.33,13.0
15338,2717.69,19.36,54.01,13.03
15339,2738.53,19.62,53.57,13.15
15340,2792.85,19.83,55.73,12.53
15341,2772.45,19.76,56.62,12.52
15342,2769.86,19.74,55.86,12.57
15343,2769.86,19.74,55.86,12.57
15344,2733.27,20.39,55.53,12.58
15345,2725.29,19.61,55.12,12.93
15346,2723.85,19.45,54.77,12.93
15347,2761.85,19.53,54.97,12.99
15348,2796.76,19.76,56.39,12.47
15349,2800.77,19.76,56.5,12.49
15350,2772.94,19.78,56.83,12.41
15351,2772.94,19.78,56.83,12.41
15352,2758.64,20.19,56.45,12.5
15353,2739.87,19.44,55.34,12.84
15354,2741.12,19.26,55.47,12.82
15355,2769.45,19.19,55.86,12.92
15356,2808.33,19.37,57.63,12.34
15357,2793.73,19.23,57.52,12.39
15358,2773.01,18.6,57.98,12.49
15359,2773.01,18.6,57.98,12.49
15360,2631.01,20.57,59.41,11.88
15361,2631.01,20.57,59.41,11.88
15362,2624.54,19.78,59.16,12.09
15363,2630.28,19.62,58.75,12.36
15364,2646.98,19.43,60.13,12.06
15365,2645.68,19.51,59.7,12.13
15366,2666.02,19.45,59.43,12.13
15367,2666.02,19.45,59.43,12.13
15368,2661.53,20.01,58.58,12.22
15369,2628.1,19.38,58.33,12.48
15370,2631.77,19.24,57.9,12.47
15371,2647.39,19.24,57.76,12.62
15372,2674.31,19.48,58.99,12.18
15373,2667.47,19.55,59.05,12.19
15374,2684.17,19.34,59.14,12.25
15375,2684.17,19.34,59.14,12.25
15376,2670.14,20.13,58.12,12.21
15377,2640.54,19.51,56.92,12.6
15378,2644.05,19.15,57.1,12.65
15379,2629.66,19.4,56.26,12.74
15380,2668.43,19.39,57.99,12.33
15381,2660.67,19.44,58.39,12.33
15382,2673.61,19.5,57.95,12.32
15383,2673.61,19.5,57.95,12.32
15384,2654.25,20.07,57.53,12.33
15385,2620.67,19.53,57.17,12.6
15386,2633.48,19.51,56.6,12.58
15387,2643.14,19.51,56.39,12.7
15388,2661.26,19.43,57.62,12.38
15389,2652.07,19.62,58.05,12.3
15390,2664.73,19.5,57.73,12.36
15391,2664.73,19.5,57.73,12.36
15392,2701.55,20.18,57.1,12.36
15393,2646.14,19.66,56.35,12.67
15394,2654.47,19.48,56.06,12.68
15395,2659.89,19.59,55.35,12.81
15396,2699.95,19.63,57.14,12.38
15397,2668.3,19.68,57.67,12.33
15398,2694.75,19.45,57.2,12.46
15399,2694.75,19.45,57.2,12.46
15400,2694.95,20.22,56.59,12.44
15401,2667.78,19.62,55.6,12.76
15402,2659.63,19.52,55.61,12.75
15403,2667.25,19.72,55.17,12.82
15404,2681.72,19.68,57.0,12.38
15405,2678.84,19.69,57.23,12.44
15406,2706.38,19.53,56.94,12.48
15407,2706.38,19.53,56.94,12.48
15408,2698.78,20.3,56.64,12.4
15409,2647.25,19.73,55.5,12.7
15410,2653.22,19.47,55.11,12.8
15411,2667.96,19.77,54.88,12.84
15412,2689.75,19.87,56.1,12.4
15413,2677.06,19.81,56.52,12.42
15414,2701.1,19.65,56.72,12.46
15415,2701.1,19.65,56.72,12.46
15416,2704.94,20.35,56.79,12.4
15417,2658.72,19.77,55.16,12.78
15418,2654.53,19.66,55.08,12.71
15419,2674.43,19.82,54.56,12.84
15420,2678.63,19.96,56.05,12.42
15421,2668.71,20.02,56.43,12.34
15422,2680.78,19.66,55.94,12.51
15423,2680.78,19.66,55.94,12.51
15424,2691.91,19.9,55.89,12.58
15425,2640.47,19.38,55.65,12.84
15426,2648.36,19.46,55.45,12.75
15427,2659.22,19.65,54.88,12.86
15428,2690.44,19.81,56.02,12.41
15429,2675.48,19.85,56.64,12.41
15430,2689.68,19.83,56.04,12.48
15431,2689.68,19.83,56.04,12.48
15432,2693.58,20.19,56.23,12.52
15433,2655.01,19.38,55.03,12.94
15434,2669.71,19.5,54.51,12.87
15435,2676.66,19.57,53.98,13.05
15436,2693.56,19.85,56.56,12.4
15437,2682.53,19.91,55.95,12.43
15438,2706.35,19.78,56.35,12.47
15439,2706.35,19.78,56.35,12.47
15440,2709.29,20.24,56.01,12.51
15441,2666.48,19.41,55.29,12.87
15442,2676.34,19.33,55.03,12.88
15443,2671.41,19.48,54.5,12.97
15444,2688.72,19.67,56.06,12.5
15445,2688.29,19.79,56.36,12.48
15446,2699.24,19.7,56.3,12.53
15447,2699.24,19.7,56.3,12.53
15448,2720.85,20.26,55.79,12.53
15449,2676.9,19.4,55.51,12.85
15450,2675.6,19.38,54.96,12.87
15451,2689.61,19.54,54.46,12.98
15452,2685.21,19.67,56.09,12.49
15453,2694.1,19.78,56.44,12.45
15454,2704.0,19.69,56.48,12.46
15455,2704.0,19.69,56.48,12.46
15456,2715.62,20.14,55.55,12.58
15457,2657.88,19.48,55.11,12.86
15458,2659.2,19.32,55.04,12.88
15459,2663.76,19.55,55.2,12.89
15460,2681.7,19.7,56.64,12.44
15461,2676.86,19.79,56.77,12.38
15462,2692.61,19.7,56.36,12.46
15463,2692.61,19.7,56.36,12.46
