0 4036.179 4054.68 4054.973 4053.373 4058.934 4057.548 0.249 0.241 0.248 0.256 0.253 0.246
1 3746.266 3769.554 3768.018 3766.882 3769.051 3767.922 194.099 193.198 194.462 192.462 198.596 195.845
2 3739.451 3758.932 3757.608 3758.861 3761.031 3761.049 182.274 179.27 178.022 181.461 180.517 179.035
3 3829.922 3852.912 3851.499 3850.352 3853.547 3852.465 175.427 167.894 161.81 167.279 166.805 169.43
4 3722.193 3741.372 3742.919 3741.243 3744.323 3743.313 188.275 188.429 187.744 190.502 187.739 190.231
5 3720.764 3743.794 3743.409 3741.586 3745.418 3743.494 182.197 182.194 176.144 179.225 176.529 182.55
6 3695.366 3714.762 3715.309 3712.484 3716.431 3717.25 178.145 172.076 175.917 172.887 168.693 169.054
7 3730.81 3748.707 3748.915 3752.297 3754.272 3752.554 167.199 168.691 164.238 165.902 166.133 167.824
8 3706.167 3727.289 3726.876 3726.209 3729.356 3728.653 159.777 159.271 162.678 159.909 154.339 160.578
9 3614.92 3637.421 3635.853 3635.27 3639.137 3641.145 150.43 145.208 145.512 146.628 149.182 148.624
10 3652.715 3673.976 3673.249 3672.139 3673.46 3673.622 139.237 139.429 135.249 138.444 135.269 133.707
11 3708.089 3727.306 3728.791 3726.942 3729.461 3727.024 131.89 137.149 131.252 135.451 133.739 135.336
12 3620.952 3641.159 3641.922 3640.57 3643.225 3642.207 123.655 123.268 124.903 122.318 121.89 122.931
13 3582.216 3602.236 3602.593 3602.053 3604.695 3603.64 123.96 120.922 125.368 124.25 123.259 122.833
14 3692.422 3708.622 3708.594 3708.166 3711.818 3712.223 120.484 118.754 119.846 117.824 116.215 115.99
15 3634.726 3654.046 3653.442 3653.767 3657.784 3655.628 116.934 116.526 119.303 119.031 114.795 118.718
16 3620.655 3641.682 3641.766 3641.557 3642.787 3644.223 112.741 112.853 113.563 109.803 111.684 116.089
17 3649.058 3668.683 3669.539 3669.255 3672.195 3673.205 112.997 111.674 111.455 111.409 109.425 112.166
18 3623.849 3643.326 3643.935 3643.04 3644.506 3644.705 114.944 114.544 114.59 112.916 114.683 116.339
19 3650.687 3668.606 3667.895 3667.528 3671.2 3667.671 110.415 111.227 109.309 108.914 104.723 112.354
